IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
20.74.223.241,8080,443,true,MCI,North America,US,Kansas City,391,2.19
20.74.223.241,443,443,true,MCI,North America,US,Kansas City,398,1.52
