IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
141.147.144.246,8080,443,true,KIX,Asia Pacific,JP,Osaka,214,11.73
141.147.154.214,443,443,true,KIX,Asia Pacific,JP,Osaka,212,0.41
168.138.50.249,443,443,true,KIX,Asia Pacific,JP,Osaka,215,0.00
138.2.36.157,8443,443,true,KIX,Asia Pacific,JP,Osaka,212,0.00
