IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
107.172.62.49,27014,443,true,BUF_1_☯为您千千万万遍☯优选,North America,US,Buffalo,262,4.98
